term	POS	sentiment
"uteri"	"n"	0.0
"uterine"	"adj"	0.0
"uterus"	"n"	0.0
"utilitarian"	"adj"	1.0
"utility"	"adj"	0.0
"utilization"	"n"	0.0
"utilize"	"v"	0.0
"utmost"	"adj"	0.0
"utopia"	"n"	3.0
"utopian"	"adj"	1.0
"utter"	"adj"	0.0
"utter"	"v"	0.0
"utterance"	"n"	0.0
"utterly"	"adv"	-1.0
"uttermost"	"adj"	0.0
"uvula"	"n"	0.0
"uvular"	"adj"	0.0
"v"	"adj"	0.0
"v."	"conj"	0.0
"vacancy"	"n"	0.0
"vacant"	"adj"	0.0
"vacantly"	"adv"	-1.0
"vacate"	"v"	0.0
"vacation"	"v"	0.0
"vacationer"	"n"	0.0
"vaccinate"	"v"	0.0
"vaccination"	"n"	0.0
"vaccine"	"n"	0.0
"vacillate"	"v"	0.0
"vacillation"	"n"	-1.0
"vacua"	"n"	0.0
"vacuity"	"n"	-1.0
"vacuous"	"adj"	-1.0
"vacuously"	"adv"	-2.0
"vacuum"	"v"	0.0
"vagabond"	"adj"	-2.0
"vagabond"	"v"	0.0
"vagary"	"n"	-1.0
"vagina"	"n"	0.0
"vaginal"	"adj"	0.0
"vagrancy"	"n"	-1.0
"vagrant"	"adj"	-1.0
"vague"	"adj"	-1.0
"vaguely"	"adv"	0.0
"vagueness"	"n"	-1.0
"vain"	"adj"	-2.0
"vainglorious"	"adj"	-2.0
"vainglory"	"n"	-2.0
"vainly"	"adv"	-2.0
"valance"	"n"	0.0
"vale"	"n"	0.0
"valedictorian"	"n"	2.0
"valedictory"	"adj"	0.0
"valence"	"n"	0.0
"valentine"	"n"	2.0
"valet"	"v"	0.0
"valiant"	"adj"	1.0
"valiantly"	"adv"	2.0
"valid"	"adj"	1.0
"validate"	"v"	0.0
"validation"	"n"	2.0
"validity"	"n"	1.0
"validly"	"adv"	0.0
"valise"	"n"	0.0
"valley"	"n"	0.0
"valor"	"n"	2.0
"valorous"	"adj"	2.0
"valuable"	"adj"	2.0
"valuation"	"n"	0.0
"value"	"v"	1.0
"valueless"	"adj"	-2.0
"values"	"n"	1.0
"valve"	"n"	0.0
"vamoose"	"v"	0.0
"vamp"	"v"	0.0
"vampire"	"n"	-1.0
"van"	"n"	0.0
"vanadium"	"n"	0.0
"vandal"	"n"	-1.0
"vandalism"	"n"	-1.0
"vandalize"	"v"	-2.0
"vane"	"n"	0.0
"vanguard"	"n"	0.0
"vanilla"	"adj"	0.0
"vanish"	"v"	0.0
"vanity"	"n"	-1.0
"vanquish"	"v"	0.0
"vantage"	"n"	0.0
"vapid"	"adj"	-1.0
"vapidity"	"n"	-1.0
"vapidness"	"n"	-1.0
"vapor"	"n"	0.0
"vaporization"	"n"	0.0
"vaporize"	"v"	0.0
"vaporizer"	"n"	0.0
"vaporous"	"adj"	0.0
"variability"	"n"	0.0
"variable"	"adj"	0.0
"variably"	"adv"	0.0
"variance"	"n"	0.0
"variant"	"adj"	0.0
"variation"	"n"	0.0
"varicolored"	"adj"	0.0
"varicose"	"adj"	-1.0
"varied"	"adj"	0.0
"variegated"	"adj"	0.0
"variety"	"n"	0.0
"various"	"adj"	0.0
"variously"	"adv"	0.0
"varmint"	"n"	-2.0
"varnish"	"v"	0.0
"varsity"	"n"	0.0
"vary"	"v"	0.0
"vascular"	"adj"	0.0
"vase"	"n"	0.0
"vasectomy"	"n"	0.0
"vassal"	"n"	0.0
"vast"	"adj"	1.0
"vastly"	"adv"	0.0
"vastness"	"n"	0.0
"vat"	"n"	0.0
"vaudeville"	"n"	0.0
"vault"	"v"	0.0
"vaulting"	"adj"	0.0
"vaunted"	"adj"	0.0
"veal"	"n"	0.0
"vector"	"n"	0.0
"veep"	"n"	0.0
"veer"	"v"	0.0
"vegan"	"n"	0.0
"vegetable"	"n"	0.0
"vegetarian"	"n"	0.0
"vegetarianism"	"n"	0.0
"vegetate"	"v"	0.0
"vegetation"	"n"	0.0
"vegetative"	"adj"	-2.0
"veggie"	"n"	0.0
"vehemence"	"n"	-1.0
"vehement"	"adj"	-2.0
"vehemently"	"adv"	-2.0
"vehicle"	"n"	0.0
"vehicular"	"adj"	0.0
"veil"	"v"	0.0
"veiled"	"adj"	-1.0
"vein"	"v"	0.0
"veined"	"adj"	0.0
"velcro"	"v"	0.0
"veld"	"n"	0.0
"veldt"	"n"	0.0
"vellum"	"n"	0.0
"velocity"	"n"	0.0
"velour"	"n"	0.0
"velours"	"n"	0.0
"velvet"	"adj"	1.0
"velveteen"	"n"	0.0
"velvety"	"adj"	1.0
"venal"	"adj"	-2.0
"venality"	"n"	-1.0
"vend"	"v"	0.0
"vender"	"n"	0.0
"vendetta"	"n"	-2.0
"vendor"	"n"	0.0
"veneer"	"v"	0.0
"venerable"	"adj"	2.0
"venerate"	"v"	1.0
"veneration"	"n"	2.0
"venereal"	"adj"	-2.0
"venezuelan"	"adj"	0.0
"vengeance"	"n"	-2.0
"vengeful"	"adj"	-2.0
"vengefully"	"adv"	-2.0
"venial"	"adj"	0.0
"venison"	"n"	0.0
"venom"	"n"	-2.0
"venomous"	"adj"	-2.0
"venous"	"adj"	0.0
"vent"	"v"	-1.0
"ventilate"	"v"	0.0
"ventilation"	"n"	0.0
"ventilator"	"n"	0.0
"ventral"	"adj"	0.0
"ventricle"	"n"	0.0
"ventriloquism"	"n"	0.0
"ventriloquist"	"n"	0.0
"venture"	"v"	0.0
"venturesome"	"adj"	1.0
"venturous"	"adj"	2.0
"venue"	"n"	0.0
"veracious"	"adj"	1.0
"veracity"	"n"	2.0
"veranda"	"n"	0.0
"verandah"	"n"	0.0
"verb"	"n"	0.0
"verbal"	"adj"	0.0
"verbalize"	"v"	0.0
"verbally"	"adv"	0.0
"verbatim"	"adj"	0.0
"verbatim"	"adv"	0.0
"verbena"	"n"	0.0
"verbiage"	"n"	-1.0
"verbose"	"adj"	-1.0
"verbosity"	"n"	-1.0
"verdant"	"adj"	0.0
"verdict"	"n"	0.0
"verdigris"	"v"	0.0
"verdure"	"n"	1.0
"verge"	"v"	0.0
"verifiable"	"adj"	1.0
"verification"	"n"	0.0
"verify"	"v"	0.0
"verily"	"adv"	0.0
"verisimilitude"	"n"	0.0
"veritable"	"adj"	1.0
"verity"	"n"	1.0
"vermicelli"	"n"	0.0
"vermilion"	"adj"	0.0
"vermilion"	"v"	0.0
"vermin"	"n"	-2.0
"verminous"	"adj"	-2.0
"vermouth"	"n"	0.0
"vernacular"	"adj"	0.0
"vernal"	"adj"	0.0
"versatile"	"adj"	2.0
"versatility"	"n"	2.0
"verse"	"v"	0.0
"versed"	"adj"	2.0
"versification"	"n"	0.0
"version"	"n"	0.0
"versus"	"conj"	0.0
"vertebra"	"n"	0.0
"vertebrae"	"n"	0.0
"vertebral"	"adj"	0.0
"vertebrate"	"adj"	0.0
"vertex"	"n"	0.0
"vertical"	"adj"	0.0
"vertically"	"adv"	0.0
"vertices"	"n"	0.0
"vertiginous"	"adj"	-1.0
"vertigo"	"n"	-1.0
"verve"	"n"	2.0
"very"	"adj"	0.0
"very"	"adv"	0.0
"vespers"	"n"	0.0
"vessel"	"n"	0.0
"vest"	"v"	0.0
"vested"	"adj"	0.0
"vestibule"	"n"	0.0
"vestige"	"n"	0.0
"vestigial"	"adj"	0.0
"vestment"	"n"	0.0
"vestry"	"n"	0.0
"vet"	"v"	0.0
"vetch"	"n"	0.0
"veteran"	"adj"	2.0
"veterinarian"	"n"	0.0
"veterinary"	"adj"	0.0
"veto"	"v"	-1.0
"vex"	"v"	-1.0
"vexation"	"n"	-1.0
"vexatious"	"adj"	-1.0
"vi"	"adj"	0.0
"via"	"prep"	0.0
"viability"	"n"	0.0
"viable"	"adj"	2.0
"viaduct"	"n"	0.0
"vial"	"n"	0.0
"viand"	"n"	0.0
"vibes"	"n"	0.0
"vibrancy"	"n"	2.0
"vibrant"	"adj"	2.0
"vibrantly"	"adv"	2.0
"vibraphone"	"n"	0.0
"vibrate"	"v"	0.0
"vibration"	"n"	0.0
"vibrato"	"n"	0.0
"vibrator"	"n"	0.0
"viburnum"	"n"	0.0
"vicar"	"n"	0.0
"vicarage"	"n"	0.0
"vicarious"	"adj"	0.0
"vicariously"	"adv"	0.0
"vice"	"n"	-2.0
"viceroy"	"n"	0.0
"vicinity"	"n"	0.0
"vicious"	"adj"	-2.0
"viciously"	"adv"	-2.0
"viciousness"	"n"	-2.0
"victim"	"n"	-2.0
"victimization"	"n"	-2.0
"victimize"	"v"	-2.0
"victor"	"n"	2.0
"victorian"	"adj"	0.0
"victorious"	"adj"	2.0
"victoriously"	"adv"	2.0
"victory"	"n"	2.0
"victuals"	"n"	0.0
"vicuna"	"n"	0.0
"video"	"n"	0.0
"videocassette"	"n"	0.0
"videodisc"	"n"	0.0
"videotape"	"v"	0.0
"vie"	"v"	0.0
"vietnamese"	"adj"	0.0
"view"	"v"	0.0
"viewer"	"n"	0.0
"viewfinder"	"n"	0.0
"viewing"	"n"	0.0
"viewpoint"	"n"	0.0
"vigil"	"n"	0.0
"vigilance"	"n"	1.0
"vigilant"	"adj"	1.0
"vigilante"	"n"	-1.0
"vigilantism"	"n"	-1.0
"vigilantly"	"adv"	1.0
"vignette"	"n"	0.0
"vigor"	"n"	2.0
"vigorous"	"adj"	0.0
"vigorously"	"adv"	0.0
"vile"	"adj"	-2.0
"vilely"	"adv"	-2.0
"vileness"	"n"	-2.0
"vilification"	"n"	-2.0
"vilify"	"v"	-2.0
"villa"	"n"	0.0
"village"	"n"	0.0
"villager"	"n"	0.0
"villain"	"n"	-2.0
"villainous"	"adj"	-2.0
"villainy"	"n"	-2.0
"vim"	"n"	2.0
"vinaigrette"	"n"	0.0
"vindicate"	"v"	1.0
"vindication"	"n"	2.0
"vindictive"	"adj"	-2.0
"vindictively"	"adv"	-2.0
"vindictiveness"	"n"	-2.0
"vine"	"n"	0.0
"vinegar"	"n"	0.0
"vinegary"	"adj"	0.0
"vineyard"	"n"	0.0
"vintage"	"n"	1.0
"vintner"	"n"	0.0
"vinyl"	"n"	0.0
"viola"	"n"	0.0
"violable"	"adj"	-1.0
"violate"	"v"	-2.0
"violation"	"n"	-2.0
"violator"	"n"	-2.0
"violence"	"n"	-2.0
"violent"	"adj"	-2.0
"violently"	"adv"	-2.0
"violet"	"adj"	0.0
"violin"	"n"	0.0
"violinist"	"n"	0.0
"violist"	"n"	0.0
"violoncello"	"n"	0.0
"viper"	"n"	-1.0
"virago"	"n"	-1.0
"viral"	"adj"	0.0
"vireo"	"n"	0.0
"virgin"	"adj"	0.0
"virginal"	"adj"	0.0
"virginity"	"n"	0.0
"virile"	"adj"	0.0
"virility"	"n"	1.0
"virtual"	"adj"	0.0
"virtually"	"adv"	0.0
"virtue"	"n"	2.0
"virtuosi"	"n"	2.0
"virtuosity"	"n"	2.0
"virtuoso"	"adj"	3.0
"virtuous"	"adj"	2.0
"virtuously"	"adv"	2.0
"virulence"	"n"	-2.0
"virulent"	"adj"	-2.0
"virulently"	"adv"	-2.0
"virus"	"n"	-1.0
"visa"	"v"	0.0
"visage"	"n"	0.0
"vis-a-vis"	"adv"	0.0
"viscera"	"n"	0.0
"visceral"	"adj"	0.0
"viscid"	"adj"	0.0
"viscosity"	"n"	0.0
"viscount"	"n"	0.0
"viscountess"	"n"	0.0
"viscous"	"adj"	0.0
"vise"	"n"	0.0
"visibility"	"n"	0.0
"visible"	"adj"	0.0
"visibly"	"adv"	0.0
"vision"	"n"	2.0
"visionary"	"adj"	3.0
"visit"	"v"	0.0
"visitation"	"n"	0.0
"visitor"	"n"	0.0
"visor"	"n"	0.0
"vista"	"n"	0.0
"visual"	"adj"	0.0
"visualization"	"n"	0.0
"visualize"	"v"	0.0
"visually"	"adv"	0.0
"vital"	"adj"	0.0
"vitality"	"n"	2.0
"vitalize"	"v"	2.0
"vitally"	"adv"	1.0
"vitamin"	"n"	0.0
"vitiate"	"v"	-1.0
"vitreous"	"adj"	0.0
"vitriol"	"v"	-3.0
"vitriolic"	"adj"	-2.0
"vituperation"	"n"	-2.0
"vituperative"	"adj"	-2.0
"vivacious"	"adj"	1.0
"vivaciously"	"adv"	1.0
"vivaciousness"	"n"	2.0
"vivacity"	"n"	2.0
"vivid"	"adj"	2.0
"vividly"	"adv"	1.0
"vividness"	"n"	1.0
"vivify"	"v"	1.0
"viviparous"	"adj"	0.0
"vivisection"	"n"	0.0
"vixen"	"n"	-1.0
"viz."	"adv"	0.0
"vizier"	"n"	0.0
"vocabulary"	"n"	0.0
"vocal"	"adj"	0.0
"vocalist"	"n"	0.0
"vocalization"	"n"	0.0
"vocalize"	"v"	0.0
"vocally"	"adv"	0.0
"vocation"	"n"	1.0
"vocational"	"adj"	0.0
"vociferous"	"adj"	-1.0
"vociferously"	"adv"	-1.0
"vodka"	"n"	0.0
"vogue"	"n"	0.0
"voguish"	"adj"	0.0
"voice"	"v"	0.0
"voiced"	"adj"	0.0
"voiceless"	"adj"	0.0
"void"	"adj"	-1.0
"void"	"v"	-1.0
"vol."	"n"	0.0
"volatile"	"adj"	-2.0
"volatility"	"n"	-2.0
"volcanic"	"adj"	-2.0
"volcano"	"n"	0.0
"vole"	"n"	0.0
"volition"	"n"	0.0
"volley"	"v"	0.0
"volleyball"	"n"	0.0
"volt"	"n"	0.0
"voltage"	"n"	0.0
"voltaic"	"adj"	0.0
"voltmeter"	"n"	0.0
"volubility"	"n"	0.0
"voluble"	"adj"	0.0
"volubly"	"adv"	0.0
"volume"	"n"	0.0
"voluminous"	"adj"	0.0
"voluntarily"	"adv"	1.0
"voluntary"	"adj"	1.0
"volunteer"	"adj"	1.0
"volunteer"	"v"	0.0
"voluptuary"	"adj"	-1.0
"voluptuous"	"adj"	0.0
"voluptuously"	"adv"	0.0
"voluptuousness"	"n"	0.0
"vomit"	"v"	-1.0
"voodoo"	"v"	0.0
"voodooism"	"n"	-1.0
"voracious"	"adj"	0.0
"voraciously"	"adv"	0.0
"voracity"	"n"	0.0
"vortex"	"n"	0.0
"vortices"	"n"	0.0
"votary"	"n"	0.0
"vote"	"v"	0.0
"voter"	"n"	0.0
"votive"	"adj"	0.0
"vouch"	"v"	2.0
"voucher"	"n"	0.0
"vouchsafe"	"v"	0.0
"vow"	"v"	0.0
"vowel"	"n"	0.0
"voyage"	"v"	0.0
"voyager"	"n"	0.0
"voyeur"	"n"	-2.0
"voyeurism"	"n"	-2.0
"voyeuristic"	"adj"	-2.0
"vs."	"conj"	0.0
"vulcanize"	"v"	0.0
"vulgar"	"adj"	-2.0
"vulgarism"	"n"	-1.0
"vulgarity"	"n"	-1.0
"vulgarize"	"v"	-2.0
"vulgarly"	"adv"	-2.0
"vulnerability"	"n"	-1.0
"vulnerable"	"adj"	-1.0
"vulnerably"	"adv"	-2.0
"vulture"	"n"	-1.0
"vulva"	"n"	0.0
"vying"	"v"	0.0
"w"	"n"	0.0
"wackiness"	"n"	0.0
"wacko"	"adj"	-2.0
"wacky"	"adj"	0.0
"wad"	"v"	0.0
"wadding"	"n"	0.0
"waddle"	"v"	0.0
"wade"	"v"	0.0
"wader"	"n"	0.0
"wadi"	"n"	0.0
"wafer"	"n"	0.0
"waffle"	"v"	-1.0
"waft"	"v"	0.0
"wag"	"v"	0.0
"wage"	"v"	-1.0
"wager"	"v"	0.0
"wages"	"n"	0.0
"waggish"	"adj"	1.0
"waggle"	"v"	0.0
"wagon"	"n"	0.0
"waif"	"n"	-1.0
"wail"	"v"	-1.0
"wainscot"	"n"	0.0
"wainscoting"	"n"	0.0
"wainscotting"	"n"	0.0
"waist"	"n"	0.0
"waistband"	"n"	0.0
"waistcoat"	"n"	0.0
"waistline"	"n"	0.0
"wait"	"v"	0.0
"waiter"	"n"	0.0
"waitress"	"v"	0.0
"waive"	"v"	0.0
"waiver"	"n"	0.0
"wake"	"v"	0.0
"wakeful"	"adj"	0.0
"wakefulness"	"n"	0.0
"waken"	"v"	0.0
"walk"	"v"	0.0
"walker"	"n"	0.0
"walk-in"	"adj"	0.0
"walk-on"	"adj"	0.0
"walkout"	"n"	-1.0
"walk-up"	"adj"	0.0
"walkway"	"n"	0.0
"wall"	"v"	0.0
"wallaby"	"n"	0.0
"wallboard"	"n"	0.0
"walled"	"adj"	0.0
"wallet"	"n"	0.0
"walleye"	"n"	0.0
"walleyed"	"adj"	0.0
"wallflower"	"n"	-1.0
"wallop"	"v"	-1.0
"wallow"	"v"	-1.0
"wallpaper"	"v"	0.0
"walnut"	"n"	0.0
"walrus"	"n"	0.0
"waltz"	"v"	0.0
"wampum"	"n"	0.0
"wan"	"adj"	-1.0
"wan"	"v"	0.0
"wand"	"n"	0.0
"wander"	"v"	0.0
"wanderer"	"n"	0.0
"wanderlust"	"n"	0.0
"wane"	"v"	-1.0
"wangle"	"v"	-1.0
"wanly"	"adv"	-1.0
"wannabe"	"n"	-1.0
"want"	"v"	0.0
"wanting"	"adj"	-1.0
"wanton"	"adj"	-1.0
"wanton"	"v"	-2.0
"wantonly"	"adv"	-2.0
"wantonness"	"n"	-2.0
"wapiti"	"n"	0.0
"war"	"v"	-2.0
"warble"	"v"	0.0
"warbler"	"n"	0.0
"ward"	"v"	0.0
"warden"	"n"	0.0
"wardrobe"	"n"	0.0
"wardroom"	"n"	0.0
"ware"	"v"	0.0
"warehouse"	"v"	0.0
"warfare"	"n"	-2.0
"warhead"	"n"	-1.0
"warhorse"	"n"	0.0
"warily"	"adv"	-1.0
"wariness"	"n"	-1.0
"warlike"	"adj"	-2.0
"warlock"	"n"	0.0
"warlord"	"n"	-1.0
"warm"	"adj"	1.0
"warm"	"adv"	2.0
"warm"	"v"	0.0
"warm-blooded"	"adj"	1.0
"warmhearted"	"adj"	2.0
"warmly"	"adv"	2.0
"warmonger"	"n"	-2.0
"warmongering"	"n"	-2.0
"warmth"	"n"	1.0
"warn"	"v"	0.0
"warning"	"adj"	-1.0
"warp"	"v"	-1.0
"warpath"	"n"	0.0
"warrant"	"n"	0.0
"warranty"	"n"	0.0
"warren"	"n"	0.0
"warrior"	"n"	0.0
"warship"	"n"	0.0
"wart"	"n"	-1.0
"warthog"	"n"	0.0
"wartime"	"n"	-1.0
"warty"	"adj"	-1.0
"wary"	"adj"	-1.0
"was"	"v"	0.0
"wash"	"v"	0.0
"washable"	"adj"	1.0
"wash-and-wear"	"adj"	0.0
"washbasin"	"n"	0.0
"washboard"	"n"	0.0
"washbowl"	"n"	0.0
"washcloth"	"n"	0.0
"washed-out"	"adj"	-1.0
"washed-up"	"adj"	-2.0
"washer"	"n"	0.0
"washing"	"n"	0.0
"washout"	"n"	-2.0
"washroom"	"n"	0.0
"washstand"	"n"	0.0
"washtub"	"n"	0.0
"wasp"	"n"	-1.0
"waspish"	"adj"	-1.0
"wassail"	"v"	0.0
"wastage"	"n"	-1.0
"waste"	"adj"	-2.0
"waste"	"v"	-2.0
"wastebasket"	"n"	0.0
"wasted"	"adj"	-1.0
"wasteful"	"adj"	-2.0
"wastefully"	"adv"	-2.0
"wastefulness"	"n"	-1.0
"wasteland"	"n"	-1.0
"wastepaper"	"n"	-1.0
"wastrel"	"n"	-1.0
"watch"	"v"	0.0
"watchband"	"n"	0.0
"watchdog"	"n"	0.0
"watcher"	"n"	0.0
"watchful"	"adj"	0.0
"watchfully"	"adv"	0.0
"watchfulness"	"n"	0.0
"watchmaker"	"n"	0.0
"watchman"	"n"	0.0
"watchtower"	"n"	0.0
"watchword"	"n"	0.0
"water"	"v"	0.0
"waterbed"	"n"	0.0
"watercolor"	"v"	0.0
"watercourse"	"n"	0.0
"watercress"	"adj"	0.0
"waterfall"	"n"	0.0
"waterfowl"	"n"	0.0
"waterfront"	"n"	0.0
"waterline"	"n"	0.0
"waterlogged"	"adj"	-1.0
"watermark"	"n"	0.0
"watermelon"	"n"	0.0
"waterpower"	"n"	0.0
"waterproof"	"adj"	1.0
"waterproof"	"v"	0.0
"waterproofing"	"n"	0.0
"water-repellent"	"adj"	1.0
"watershed"	"n"	0.0
"waterside"	"n"	0.0
"waterspout"	"n"	0.0
"watertight"	"adj"	2.0
"waterway"	"n"	0.0
"waterworks"	"n"	0.0
"watery"	"adj"	-1.0
"watt"	"n"	0.0
"wattage"	"n"	0.0
"wattle"	"v"	0.0
"wave"	"v"	0.0
"wavelength"	"n"	0.0
"waver"	"v"	-1.0
"waviness"	"n"	0.0
"wavy"	"adj"	0.0
"wax"	"v"	0.0
"waxen"	"adj"	-1.0
"waxiness"	"n"	0.0
"waxwing"	"n"	0.0
"waxy"	"n"	0.0
"way"	"adv"	0.0
"wayfarer"	"n"	0.0
"wayfaring"	"adj"	0.0
"waylaid"	"v"	-1.0
"waylay"	"v"	-1.0
"way-out"	"adj"	-1.0
"wayside"	"n"	-1.0
"wayward"	"adj"	-2.0
"we"	"n"	0.0
"weak"	"adj"	-2.0
"weaken"	"v"	-1.0
"weak-kneed"	"adj"	-2.0
"weakling"	"n"	-2.0
"weakly"	"adj"	-2.0
"weakly"	"adv"	-2.0
"weakness"	"n"	-1.0
"weal"	"n"	0.0
"wealth"	"n"	2.0
"wealthy"	"adj"	2.0
"wean"	"v"	0.0
"weapon"	"n"	-1.0
"weaponless"	"adj"	0.0
"weaponry"	"n"	-1.0
"wear"	"v"	0.0
"wearable"	"adj"	0.0
"wearer"	"n"	0.0
"wearily"	"adv"	-1.0
"weariness"	"n"	-1.0
"wearisome"	"adj"	-2.0
"weary"	"adj"	-1.0
"weary"	"v"	-1.0
"weasel"	"n"	-2.0
"weather"	"adj"	0.0
"weather"	"v"	0.0
"weather-beaten"	"adj"	-1.0
"weathercock"	"n"	0.0
"weathering"	"n"	0.0
"weatherize"	"v"	0.0
"weatherman"	"n"	0.0
"weatherproof"	"adj"	1.0
"weatherproof"	"v"	0.0
"weave"	"v"	0.0
"weaver"	"n"	0.0
"web"	"v"	0.0
"webbed"	"adj"	0.0
"webbing"	"n"	0.0
"web-footed"	"adj"	0.0
"website"	"n"	0.0
"wed"	"adj"	0.0
"wed"	"v"	2.0
"wedding"	"n"	2.0
"wedge"	"v"	0.0
"wedlock"	"n"	-1.0
"wee"	"adj"	0.0
"wee"	"v"	0.0
"weed"	"v"	-1.0
"weeder"	"n"	0.0
"weeds"	"n"	-1.0
"weedy"	"adj"	-1.0
"week"	"n"	0.0
"weekday"	"n"	0.0
"weekend"	"v"	0.0
"weekly"	"adj"	0.0
"weekly"	"adv"	0.0
"weeknight"	"n"	0.0
"weep"	"v"	-1.0
"weeping"	"adj"	-1.0
"weepy"	"adj"	-1.0
"weevil"	"n"	-1.0
"weft"	"n"	0.0
"weigh"	"v"	0.0
"weight"	"v"	0.0
"weightless"	"adj"	0.0
"weightlessness"	"n"	0.0
"weightlifter"	"n"	0.0
"weightlifting"	"n"	0.0
"weighty"	"adj"	0.0
"weir"	"n"	0.0
"weird"	"adj"	-1.0
"weirdly"	"adv"	-1.0
"weirdness"	"n"	-1.0
"weirdo"	"n"	-1.0
"welcome"	"adj"	2.0
"welcome"	"v"	1.0
"weld"	"v"	0.0
"welder"	"n"	0.0
"welfare"	"n"	0.0
"well"	"adj"	2.0
"well"	"adv"	2.0
"well"	"v"	0.0
"well-advised"	"adj"	2.0
"well-appointed"	"adj"	2.0
"well-balanced"	"adj"	2.0
"well-bred"	"adj"	2.0
"well-defined"	"adj"	2.0
"well-disposed"	"adj"	1.0
"well-done"	"adj"	2.0
"well-fed"	"adj"	2.0
"well-founded"	"adj"	1.0
"well-groomed"	"adj"	2.0
"well-grounded"	"adj"	1.0
"well-heeled"	"adj"	1.0
"well-informed"	"adj"	2.0
"well-intentioned"	"adj"	2.0
"well-known"	"adj"	2.0
"well-meaning"	"adj"	2.0
"well-nigh"	"adv"	0.0
"well-off"	"adj"	2.0
"well-preserved"	"adj"	2.0
"well-read"	"adj"	2.0
"well-rounded"	"adj"	2.0
"well-spoken"	"adj"	2.0
"wellspring"	"n"	2.0
"well-thought-of"	"adj"	1.0
"well-timed"	"adj"	2.0
"well-timed"	"adv"	2.0
"well-to-do"	"adj"	2.0
"well-turned"	"adj"	1.0
"well-worn"	"adj"	0.0
"welsh"	"adj"	0.0
"welsh"	"v"	0.0
"welt"	"v"	0.0
"welter"	"v"	0.0
"welterweight"	"n"	0.0
"wench"	"v"	0.0
"wend"	"v"	0.0
"went"	"v"	0.0
"wept"	"v"	-1.0
"were"	"v"	0.0
"werewolf"	"n"	-1.0
"werewolves"	"n"	-1.0
"west"	"adj"	0.0
"west"	"adv"	0.0
"westerly"	"adj"	0.0
"westerly"	"adv"	0.0
"western"	"adj"	0.0
"westerner"	"n"	0.0
"westernize"	"v"	0.0
"westward"	"adj"	0.0
"westward"	"adv"	0.0
"westwards"	"adv"	0.0
"wet"	"adj"	0.0
"wet"	"v"	0.0
"wetback"	"n"	0.0
"wetland"	"n"	0.0
"wetness"	"n"	0.0
"whack"	"v"	-1.0
"whale"	"v"	0.0
"whalebone"	"n"	0.0
"whaler"	"n"	0.0
"whaling"	"n"	0.0
"wham"	"v"	0.0
"whammy"	"n"	-1.0
"wharf"	"v"	0.0
"wharves"	"n"	0.0
"what"	"inter "	0.0
"whatchamacallit"	"n"	0.0
"whatever"	"adj"	0.0
"whatnot"	"n"	0.0
"whatsoever"	"adj"	0.0
"wheat"	"n"	0.0
"wheaten"	"adj"	0.0
"wheedle"	"v"	-2.0
"wheel"	"v"	0.0
"wheelbarrow"	"v"	0.0
"wheelbase"	"n"	0.0
"wheelchair"	"n"	0.0
"wheeled"	"adj"	0.0
"wheels"	"n"	0.0
"wheelwright"	"n"	0.0
"wheeze"	"v"	-1.0
"wheezy"	"adj"	-1.0
"whelk"	"v"	0.0
"whelp"	"v"	0.0
"when"	"inter "	0.0
"whence"	"adv"	0.0
"whenever"	"inter "	0.0
"where"	"inter "	0.0
"whereabouts"	"n"	0.0
"whereas"	"conj"	0.0
"whereby"	"inter "	0.0
"wherefore"	"conj"	0.0
"wherein"	"inter "	0.0
"whereof"	"conj"	0.0
"whereon"	"n"	0.0
"whereupon"	"n"	0.0
"wherever"	"adv"	0.0
"wherewithal"	"n"	0.0
"whet"	"v"	0.0
"whether"	"conj"	0.0
"whetstone"	"n"	0.0
"whew"	"n"	1.0
"whey"	"n"	0.0
"which"	"inter "	0.0
"whichever"	"inter "	0.0
"whiff"	"v"	0.0
"while"	"conj"	0.0
"whilst"	"conj"	0.0
"whim"	"n"	-1.0
"whimper"	"v"	-1.0
"whimsical"	"adj"	1.0
"whimsically"	"adv"	2.0
"whimsy"	"n"	0.0
"whine"	"v"	-1.0
"whiner"	"n"	-2.0
"whinny"	"v"	0.0
"whiny"	"adj"	-1.0
"whip"	"v"	-1.0
"whiplash"	"n"	-1.0
"whippersnapper"	"n"	-1.0
"whippet"	"n"	0.0
"whipping"	"adj"	0.0
"whippoorwill"	"n"	0.0
"whir"	"v"	0.0
"whirl"	"v"	0.0
"whirligig"	"v"	0.0
"whirlpool"	"v"	0.0
"whirlwind"	"adj"	0.0
"whirr"	"v"	0.0
"whisk"	"v"	0.0
"whisker"	"v"	0.0
"whiskered"	"adj"	0.0
"whiskers"	"n"	0.0
"whiskey"	"n"	0.0
"whisky"	"n"	0.0
"whisper"	"v"	0.0
"whist"	"n"	0.0
"whistle"	"v"	0.0
"whistler"	"n"	0.0
"whit"	"n"	0.0
"white"	"adj"	0.0
"white"	"v"	0.0
"white-bread"	"adj"	0.0
"whitecap"	"n"	0.0
"white-collar"	"adj"	0.0
"whitefish"	"n"	0.0
"white-hot"	"adj"	0.0
"whiten"	"v"	0.0
"whitener"	"n"	0.0
"whiteness"	"n"	0.0
"whitewall"	"n"	0.0
"whitewash"	"v"	-1.0
"whither"	"n"	0.0
"whiting"	"n"	0.0
"whitish"	"adj"	0.0
"whittle"	"v"	0.0
"whiz"	"v"	0.0
"whizz"	"v"	0.0
